Sample Names	MutationType	DBS2	DBS4	DBS6	DBS11	DBS13	DBS17	DBS18	DBS78G	DBS78I	DBS78K	DBS78L	DBS78N
PD3904a_non-exome	CG>AT	0.16920390494106272	0.02008419763191748	0.7178423509033403	0.0	0.09286954652367957	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GC	0.145089434525389	0.0009434716858250387	0.15010905075856856	0.0	0.7038580430302175	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>GT	0.1834430600833942	4.719961800674864e-16	0.29860164894562613	0.0	0.5179552909709793	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TA	4.159015794638319e-15	3.2854406051593435e-15	5.35644155805443e-15	0.0	0.9999999999999871	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TC	0.19024679947302323	2.914245308274514e-16	0.5101544197701942	0.0	0.29959878075678226	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CG>TT	0.27332010006232305	0.008353105528365982	0.5948170552003744	0.0	0.12350973920893668	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AA	0.031959988298548236	3.2790559708410974e-17	0.028861882347092332	0.0	0.9391781293543594	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AC	1.0203323508747098e-16	8.060179383408625e-17	0.0308799994894452	0.0	0.9691200005105547	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>AG	0.01258688963081221	0.0036637957220738665	0.548053105355168	0.0	0.43569620929194597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GA	0.0026780343902958617	0.04688010168488747	0.702862832688657	0.0	0.2475790312361597	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GC	0.018458104004738678	0.0046791806774076445	0.15954437741921376	0.0	0.81731833789864	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>GG	0.009993215793931276	0.04851494830202984	0.4904706576836041	0.0	0.45102117822043497	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TA	0.06631336816608831	6.461474460633929e-17	0.001121988886700077	0.0	0.9325646429472116	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TC	0.002941355879090482	2.523221955102129e-16	4.1137529375147216e-16	0.0	0.9970586441209088	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	CT>TG	0.02860155751469569	0.001062733673364691	0.5314808907783618	0.0	0.4388548180335777	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>AA	0.031855606887768555	0.9681440872362419	3.3670699129535394e-17	0.0	3.0587598968276736e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>AG	0.009570234884172921	0.1566251006358531	0.06973728390606423	0.0	0.7640673805739097	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>AT	0.028806649946896228	0.13146667282794375	0.03677075180663691	0.0	0.8029559254185231	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>CA	0.037607857470160294	0.19873016501105234	0.19949761009264097	0.0	0.5641643674261464	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>CG	0.0481259159813669	0.0003327725343158967	4.207896847961949e-15	0.0	0.9515413114843129	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	GC>TA	0.07622494208174661	0.8628521365912445	0.055554440928924226	0.0	0.005368480398084698	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>AT	0.08552296253311176	0.4450077681857168	0.1724550470966749	0.0	0.29701422218449636	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>CG	0.02540552773045375	0.24617980092124095	0.22532212358899692	0.0	0.5030925477593085	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>CT	0.006044032036711212	0.08859915209202664	0.36454798349884576	0.0	0.5408088323724164	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>GC	0.17125631717542525	0.06882606821648692	0.3559723220182509	0.0	0.403945292589837	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>GG	0.036312705101606134	0.48102809381851525	0.06493449675850968	0.0	0.417724704321369	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TA>GT	0.08944456801504808	0.26102954230604336	0.0027819065654819874	0.0	0.6467439831134266	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>AA	0.004623353830767501	0.5688166160886376	0.0944929968917938	0.0	0.33206703318880104	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>AG	0.0018311957938936345	0.008059184060411251	0.049054730063161876	0.0	0.9410548900825332	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>AT	1.6961083874978914e-17	0.016104580003727796	0.0015636537829494363	0.0	0.9823317662133229	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>CA	0.006464970674451555	0.37748242216961037	0.07237847795351099	0.0	0.5436741292024271	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>CG	0.000329577017526545	0.015955215641524904	0.04726629320153283	0.0	0.9364489141394157	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>CT	0.05665704050234014	6.5885307239102e-05	0.1027589633538919	0.0	0.8405181108365289	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>GA	0.02186190574880855	0.4232434481484651	0.1173237657311161	0.0	0.4375708803716103	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>GG	0.00040251072270429633	0.0001995881287859673	0.039854208548388344	0.0	0.9595436926001213	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TC>GT	0.0016793039446636414	6.454871363934651e-17	1.0523745634414886e-16	0.0	0.9983206960553361	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>AA	0.05641050515279071	0.06844422886160381	0.3144514384894893	0.0	0.5606938274961162	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>AC	0.016206474596641044	0.004091581387948971	0.48142811728002516	0.0	0.4982738267353849	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>AT	0.02442931534774196	1.8754314656143117e-17	0.8143129217440976	0.0	0.16125776290816043	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>CA	0.0027859017363369713	0.007321581554632794	0.14271008321538128	0.0	0.847182433493649	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>CC	0.004505054755755164	0.004284807634362689	0.3872822339935701	0.0	0.603927903616312	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>CT	0.014882136143369579	0.00018724885838436467	0.8625903811153219	0.0	0.1223402338829243	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>GA	0.07610903799719047	0.19130774671553763	0.24925101588793783	0.0	0.4833321993993341	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>GC	0.036097273650911636	0.037729905597655905	0.48088131186740213	0.0	0.4452915088840304	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TG>GT	0.11974976333905338	0.00028434548665924814	0.33173422706259625	0.0	0.5482316641116911	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>AA	0.1751666902702467	0.0003441881684939429	0.005075463267893275	0.0	0.819413658293366	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>AC	0.1287457018676665	0.00011587953953158067	0.0309077287658535	0.0	0.8402306898269484	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>AG	0.020587012279392795	3.153559724420101e-16	0.1313514220355312	0.0	0.8480615656850756	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>CA	7.159125061805381e-16	5.655395732276785e-16	9.22031482780126e-16	0.0	0.9999999999999978	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>CC	0.649820420727351	7.183170856836095e-13	1.171113391480599e-12	0.0	0.3501795792707596	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>CG	0.011404669541314224	2.5598716462702207e-15	0.005437520462422261	0.0	0.9831578099962609	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>GA	0.010957844232609214	7.535788739114773e-16	1.2286026997878193e-15	0.0	0.9890421557673886	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>GC	0.0013314034594418514	2.8479218383782917e-15	0.00022880000626542742	0.0	0.9984397965342898	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3904a_non-exome	TT>GG	1.1752320954864652e-12	9.283819628613633e-13	1.5135941644507585e-12	0.0	0.9999999999963827	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>CA	0.09883144453302377	0.9011685554669762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>CG	0.4369577556150166	0.5630422443849834	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>CT	0.9999999999999456	5.4367434802716724e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GA	0.061376855032189315	0.9386231449678107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GG	0.4193930071584926	0.5806069928415074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GT	0.9999670668478718	3.2933152128185244e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TA	0.5858762985410598	0.41412370145894023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TG	0.1269729425028185	0.8730270574971816	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TT	0.9565555212496306	0.04344447875036938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CA	0.04769767777776622	0.9523023222222338	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CC	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CG	0.3486450597550779	0.651354940244922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>GA	0.38630835678049047	0.6136916432195095	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>GC	0.2875524071129102	0.7124475928870898	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>TA	0.10932166876015119	0.8906783312398489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AA	1.0	7.960616040707314e-18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AG	0.9419662612934601	0.05803373870653993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AT	0.8854848839118826	0.11451511608811739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GA	0.858214173737836	0.14178582626216393	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GG	0.8821713898991366	0.11782861010086335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GT	0.9435693500955804	0.05643064990441952	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TA	0.9913238743587064	0.008676125641293657	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TG	0.9719733240071875	0.028026675992812437	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TT	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>AT	0.8280052325650574	0.1719947674349426	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>GC	0.988748332342115	0.011251667657885007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>GT	0.9999999999999956	4.502723159669254e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TA	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TC	0.9999999999999973	2.68069124085504e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TT	0.9492323593581715	0.05076764064182841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AA	0.9999999999999982	1.795478739030881e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AC	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AG	0.6625190585839463	0.3374809414160536	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GA	0.03161108239140458	0.9683889176085955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GC	0.6926983323989838	0.3073016676010161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GG	0.10530883163486683	0.8946911683651332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TA	0.9999999999999983	1.7051735749251063e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TC	0.9999999999998499	1.501225490195853e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TG	0.9389460923162837	0.061053907683716414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AA	0.018455166956697643	0.9815448330433023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AG	0.033737906299262724	0.9662620937007373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AT	0.1112770104076927	0.8887229895923073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>CA	0.09758499787713552	0.9024150021228644	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>CG	0.988044084506308	0.011955915493691911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>TA	0.04805457351222915	0.9519454264877708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>AT	0.0989520915887061	0.901047908411294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>CG	0.05568698817106459	0.9443130118289353	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>CT	0.037519004474940304	0.9624809955250598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GC	0.5870935215528107	0.41290647844718936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GG	0.041353165094117995	0.9586468349058821	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GT	0.1637440352645169	0.8362559647354831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AA	0.004623111431854169	0.9953768885681459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AG	0.11491825958369124	0.8850817404163088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AT	6.018193536444858e-16	0.9999999999999994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CA	0.009691749371957365	0.9903082506280427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CG	0.011665945740739042	0.9883340542592609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CT	0.9979690939620438	0.002030906037956183	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GA	0.02866992526111074	0.9713300747388892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GG	0.5354031717668082	0.46459682823319187	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GT	0.9999999999999327	6.726611297960972e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AA	0.3201724031015957	0.6798275968984042	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AC	0.6935701425093459	0.3064298574906541	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AT	0.9999999999999987	1.3434699327864714e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CA	0.17859867753635345	0.8214013224636466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CC	0.37531276063386154	0.6246872393661386	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CT	0.9784556643852114	0.02154433561478863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GA	0.18522629231648735	0.8147737076835126	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GC	0.35346303109414146	0.6465369689058585	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GT	0.9958618254172594	0.004138174582740545	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AA	0.996573177136934	0.0034268228630658986	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AC	0.9984273627980416	0.001572637201958444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AG	0.9999999999999732	2.6806850080228354e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CA	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CC	0.9999999999980655	1.93446506118852e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CG	0.9999999999996073	3.928018575849851e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GA	0.9999999999998797	1.2034876581111163e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GC	0.9999999999962568	3.743315508007378e-12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GG	0.4197406596009237	0.5802593403990762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PD3945a_non-exome	AC>CA	0.010905537597402842	0.14374725671190075	0.0	0.0	0.0	0.0	0.0	0.0	0.8452175583146164	0.00012964737608003765	0.0	0.0
PD3945a_non-exome	AC>CG	0.3106989897383604	0.578739292888038	0.0	0.0	0.0	0.0	0.0	0.0	0.06300717933192014	0.047554538041681596	0.0	0.0
PD3945a_non-exome	AC>CT	0.9388826090454527	7.378901901272637e-14	0.0	0.0	0.0	0.0	0.0	0.0	0.032978597245076555	0.028138793709396908	0.0	0.0
PD3945a_non-exome	AC>GA	0.009140277726921834	0.2020633827838663	0.0	0.0	0.0	0.0	0.0	0.0	0.7886726860511045	0.00012365343810744623	0.0	0.0
PD3945a_non-exome	AC>GG	2.9616331953027196e-13	5.926986610446519e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.5991309988705336	0.4008690011285777	0.0	0.0
PD3945a_non-exome	AC>GT	0.9537023079886916	4.540482817257276e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.028101065293534924	0.018151221889600843	0.0	0.0
PD3945a_non-exome	AC>TA	0.0318663166309302	0.032560991783945586	0.0	0.0	0.0	0.0	0.0	0.0	7.49972832393469e-05	0.935497694301885	0.0	0.0
PD3945a_non-exome	AC>TG	0.07740506626635277	0.7693562853293149	0.0	0.0	0.0	0.0	0.0	0.0	0.08927529839325998	0.06396335001107245	0.0	0.0
PD3945a_non-exome	AC>TT	0.1441124494550451	0.009461663698533858	0.0	0.0	0.0	0.0	0.0	0.0	0.8462628514965929	0.00016303534982819865	0.0	0.0
PD3945a_non-exome	AT>CA	0.0007468215960848934	0.021554406830743052	0.0	0.0	0.0	0.0	0.0	0.0	0.6170039996968828	0.3606947718762893	0.0	0.0
PD3945a_non-exome	AT>CC	2.961633195302722e-13	5.918531565353161e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.599130998870534	0.400869001128578	0.0	0.0
PD3945a_non-exome	AT>CG	2.961633195302106e-13	7.998472658318467e-13	0.0	0.0	0.0	0.0	0.0	0.0	0.5991309988704094	0.40086900112849466	0.0	0.0
PD3945a_non-exome	AT>GA	0.013174690781402819	0.03025506824032192	0.0	0.0	0.0	0.0	0.0	0.0	0.9562972749520201	0.00027296602625523353	0.0	0.0
PD3945a_non-exome	AT>GC	0.14309318532468152	0.5125030650619443	0.0	0.0	0.0	0.0	0.0	0.0	0.20634296252080134	0.13806078709257275	0.0	0.0
PD3945a_non-exome	AT>TA	0.03289612032532966	0.38743684143378154	0.0	0.0	0.0	0.0	0.0	0.0	0.5793119594704	0.00035507877048855224	0.0	0.0
PD3945a_non-exome	CC>AA	0.9046117274708985	1.0409994275628009e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.07435677442276716	0.02103149810633427	0.0	0.0
PD3945a_non-exome	CC>AG	0.5052715521632704	0.044999910404435205	0.0	0.0	0.0	0.0	0.0	0.0	0.4497234189920392	5.118440255191119e-06	0.0	0.0
PD3945a_non-exome	CC>AT	0.5459233243644374	0.10205984756205504	0.0	0.0	0.0	0.0	0.0	0.0	0.260104829929613	0.09191199814389454	0.0	0.0
PD3945a_non-exome	CC>GA	0.2830815829989434	0.06760679542381047	0.0	0.0	0.0	0.0	0.0	0.0	0.6492863394713421	2.528210590389315e-05	0.0	0.0
PD3945a_non-exome	CC>GG	0.8222202325414458	0.1587550484726387	0.0	0.0	0.0	0.0	0.0	0.0	0.01139848795392391	0.007626231031991571	0.0	0.0
PD3945a_non-exome	CC>GT	0.006483114904088257	0.0005604882922814789	0.0	0.0	0.0	0.0	0.0	0.0	0.6480557780165516	0.3449006187870787	0.0	0.0
PD3945a_non-exome	CC>TA	0.6539393739075053	0.008273501572364634	0.0	0.0	0.0	0.0	0.0	0.0	0.3376905127937641	9.661172636583952e-05	0.0	0.0
PD3945a_non-exome	CC>TG	0.9151585828790524	0.038146544519923144	0.0	0.0	0.0	0.0	0.0	0.0	0.0280901425525903	0.01860473004843423	0.0	0.0
PD3945a_non-exome	CC>TT	4.1118077277819216e-17	8.217041822106159e-17	0.0	0.0	0.0	0.0	0.0	0.0	0.5715807543482292	0.4284192456517707	0.0	0.0
PD3945a_non-exome	CG>AT	0.0833622368122075	0.025031859485680683	0.0	0.0	0.0	0.0	0.0	0.0	0.8912074634932133	0.0003984402088984709	0.0	0.0
PD3945a_non-exome	CG>GC	0.9482272084218241	0.015598582861666687	0.0	0.0	0.0	0.0	0.0	0.0	0.021673089801692566	0.01450111891481661	0.0	0.0
PD3945a_non-exome	CG>GT	0.9906729748322123	6.448328614490032e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.005390494457125947	0.00393653071065535	0.0	0.0
PD3945a_non-exome	CG>TA	6.558123256437422e-17	1.310576190335216e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.7351140890468675	0.26488591095313235	0.0	0.0
PD3945a_non-exome	CG>TC	0.993495106968693	3.849941473504805e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.0038972830593941295	0.0026076099719090817	0.0	0.0
PD3945a_non-exome	CG>TT	0.9260584233348599	0.07159693512989047	0.0	0.0	0.0	0.0	0.0	0.0	0.001404747425008638	0.0009398941102408874	0.0	0.0
PD3945a_non-exome	CT>AA	0.06233879890981852	1.6180066301089405e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.9376004290727855	6.077201739602111e-05	0.0	0.0
PD3945a_non-exome	CT>AC	3.416688628357696e-16	6.827914924775571e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.9995797306116482	0.0004202693883509178	0.0	0.0
PD3945a_non-exome	CT>AG	0.0062967734338602605	0.004636716496655112	0.0	0.0	0.0	0.0	0.0	0.0	0.13074663729093342	0.8583198727785512	0.0	0.0
PD3945a_non-exome	CT>GA	0.0019915784839764075	0.08819611789123145	0.0	0.0	0.0	0.0	0.0	0.0	0.9093044411885108	0.0005078624362813928	0.0	0.0
PD3945a_non-exome	CT>GC	0.5815684066676273	0.37296079356377104	0.0	0.0	0.0	0.0	0.0	0.0	0.026783860414029574	0.01868693935457224	0.0	0.0
PD3945a_non-exome	CT>GG	0.01033850060845714	0.12697186924891055	0.0	0.0	0.0	0.0	0.0	0.0	0.8621689744578982	0.0005206556847340359	0.0	0.0
PD3945a_non-exome	CT>TA	0.08418498918246628	2.0751278250918883e-16	0.0	0.0	0.0	0.0	0.0	0.0	0.9157282817971885	8.67290203450543e-05	0.0	0.0
PD3945a_non-exome	CT>TC	0.005098953790492472	1.106543791339512e-15	0.0	0.0	0.0	0.0	0.0	0.0	0.9943633795302574	0.0005376666792489295	0.0	0.0
