Sample Names	MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F	DBS78G	DBS78H	DBS78I
PD3904a_non-exome	TG>CC	0.0	0.0	0.1482059892264517	0.0	0.07717294045974965	0.0	0.6285785504684858	0.14604251984531294	0.0
PD3904a_non-exome	TG>CT	0.0	0.0	0.05903131953584342	0.0	0.07248357714128947	0.0	0.468892154673631	0.39959294864923617	0.0
PD3904a_non-exome	TG>GA	0.0	0.0	0.06879503006856692	0.0	0.167205237983114	0.0	0.48674426981989616	0.27725546212842295	0.0
PD3904a_non-exome	TG>GC	0.0	0.0	2.1698491934360277e-05	0.0	4.329476341500269e-05	0.0	0.9998473552401851	8.765150446557166e-05	0.0
PD3904a_non-exome	TG>GT	0.0	0.0	0.1261151605049778	0.0	0.01265088461604853	0.0	0.6075482695702147	0.25368568530875907	0.0
PD3904a_non-exome	TT>AA	0.0	0.0	0.36194287679010506	0.0	3.412636422143757e-05	0.0	0.33177250475509973	0.3062504920905738	0.0
PD3904a_non-exome	TT>AC	0.0	0.0	0.0685352201199504	0.0	0.16539299708976207	0.0	0.4964193422146058	0.2696524405756816	0.0
PD3904a_non-exome	TT>AG	0.0	0.0	1.353644289589222e-05	0.0	0.04146193322768965	0.0	0.7467833362119803	0.211741194117434	0.0
PD3904a_non-exome	TT>CA	0.0	0.0	0.04080801164601165	0.0	0.18673633958817384	0.0	0.5426038794315096	0.22985176933430504	0.0
PD3904a_non-exome	TT>CC	0.0	0.0	0.02936731368235021	0.0	0.18340405545432859	0.0	0.5369888430988903	0.2502397877644309	0.0
PD3904a_non-exome	TT>CG	0.0	0.0	1.979924993311068e-05	0.0	6.685100926385824e-05	0.0	0.578612915973282	0.4213004337675211	0.0
PD3904a_non-exome	TT>GA	0.0	0.0	0.06693516229309181	0.0	0.17634531760659744	0.0	0.4878991586661509	0.2688203614341599	0.0
PD3904a_non-exome	TT>GC	0.0	0.0	8.827110634664668e-05	0.0	0.0006521283637457169	0.0	0.0017722762292627944	0.9974873243006448	0.0
PD3904a_non-exome	TT>GG	0.0	0.0	0.35913351295765844	0.0	0.18417716266043296	0.0	0.0006845816217858867	0.4560047427601228	0.0
PD3905a_non-exome	AC>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AC>TT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	AT>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CC>TT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CG>TT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	CT>TG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	GC>TA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TA>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TC>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>AT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>CT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TG>GT	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>AG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>CG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GA	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GC	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3905a_non-exome	TT>GG	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PD3945a_non-exome	AC>CA	0.22960229953728137	0.0	0.0	0.0	0.10639948269786759	6.381929485212304e-05	0.6639343984699989	0.0	0.0
PD3945a_non-exome	AC>CG	0.9983116172630987	0.0	0.0	0.0	0.0009598887802857323	0.0002983958373211795	0.00043009811929447953	0.0	0.0
PD3945a_non-exome	AC>CT	0.16540940203558646	0.0	0.0	0.0	0.46500141131707795	0.3695193652225099	6.98214248255887e-05	0.0	0.0
PD3945a_non-exome	AC>GA	1.0201716357200875e-05	0.0	0.0	0.0	0.8981640302721173	0.10175703883528843	6.8729176237084e-05	0.0	0.0
PD3945a_non-exome	AC>GG	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	AC>GT	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	AC>TA	0.3456058445247694	0.0	0.0	0.0	0.06102662833947431	0.4079404750001844	0.1854270521355719	0.0	0.0
PD3945a_non-exome	AC>TG	5.000382012046766e-05	0.0	0.0	0.0	0.9997072037924566	0.0001139106092480262	0.00012888177817496345	0.0	0.0
PD3945a_non-exome	AC>TT	0.20557429521630788	0.0	0.0	0.0	0.0001975219189154091	0.45010900414295124	0.34411917872182546	0.0	0.0
PD3945a_non-exome	AT>CA	3.8578932110577277e-05	0.0	0.0	0.0	0.338517575326991	0.2995439179193946	0.36189992782150376	0.0	0.0
PD3945a_non-exome	AT>CC	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	AT>CG	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	AT>GA	4.1869954432529695e-05	0.0	0.0	0.0	0.6086323360934807	0.3911678479186483	0.00015794603343853345	0.0	0.0
PD3945a_non-exome	AT>GC	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	AT>TA	0.5563792158014863	0.0	0.0	0.0	0.3617808601465634	0.08173431510291033	0.00010560894904005037	0.0	0.0
PD3945a_non-exome	CC>AA	0.1449351880217506	0.0	0.0	0.0	0.5780412791085939	0.10649345167277327	0.17053008119688215	0.0	0.0
PD3945a_non-exome	CC>AG	0.22178370622302135	0.0	0.0	0.0	0.05698003444362047	0.5308889205032572	0.19034733883010088	0.0	0.0
PD3945a_non-exome	CC>AT	0.21822278950989146	0.0	0.0	0.0	0.11903750403224349	0.2758021006744568	0.38693760578340824	0.0	0.0
PD3945a_non-exome	CC>GA	0.3792914643996116	0.0	0.0	0.0	0.2948018587435769	0.15212811437711946	0.17377856247969212	0.0	0.0
PD3945a_non-exome	CC>GG	0.7570034301821821	0.0	0.0	0.0	0.00046292433496025964	0.24233674295531882	0.00019690252753885206	0.0	0.0
PD3945a_non-exome	CC>GT	0.1395662094333381	0.0	0.0	0.0	0.04789160398852249	0.3926208188757809	0.41992136770235844	0.0	0.0
PD3945a_non-exome	CC>TA	2.216478313894008e-05	0.0	0.0	0.0	0.00013965982161292034	0.9997703054291432	6.786996610479843e-05	0.0	0.0
PD3945a_non-exome	CC>TG	0.14302354724167654	0.0	0.0	0.0	0.38823956107910185	0.1896293144261056	0.27910757725311613	0.0	0.0
PD3945a_non-exome	CC>TT	0.15411005166985128	0.0	0.0	0.0	0.13884515816757548	0.4082969728971011	0.2987478172654721	0.0	0.0
PD3945a_non-exome	CG>AT	8.99990845741473e-05	0.0	0.0	0.0	0.4063374393716649	0.5932647148503318	0.00030784669342906663	0.0	0.0
PD3945a_non-exome	CG>GC	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	CG>GT	0.14237914033561266	0.0	0.0	0.0	0.4686498780440856	0.17640912945493253	0.2125618521653691	0.0	0.0
PD3945a_non-exome	CG>TA	1.7412211376777425e-05	0.0	0.0	0.0	0.07880660114949543	0.8476643530884621	0.07351163355066566	0.0	0.0
PD3945a_non-exome	CG>TC	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	CG>TT	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	CT>AA	0.0828330418861351	0.0	0.0	0.0	0.7369130141585305	0.10434548871786105	0.07590845523747337	0.0	0.0
PD3945a_non-exome	CT>AC	0.00020615891553047545	0.0	0.0	0.0	0.9989281765139766	0.00041634541311650806	0.00044931915737642266	0.0	0.0
PD3945a_non-exome	CT>AG	0.39932464877861534	0.0	0.0	0.0	0.12819070637612687	0.3815082686700601	0.09097637617519777	0.0	0.0
PD3945a_non-exome	CT>GA	0.873221695612634	0.0	0.0	0.0	0.00010131711549082024	0.12658044380496591	9.654346690940823e-05	0.0	0.0
PD3945a_non-exome	CT>GC	0.9992856320652729	0.0	0.0	0.0	0.00045149943078929563	8.235195554390434e-05	0.00018051654839375275	0.0	0.0
PD3945a_non-exome	CT>GG	0.6513731172098108	0.0	0.0	0.0	0.0002310751604703116	5.093515313986422e-05	0.34834487247657886	0.0	0.0
PD3945a_non-exome	CT>TA	1.1421550103601583e-06	0.0	0.0	0.0	0.14024565487985724	0.6249538576411714	0.2347993453239609	0.0	0.0
PD3945a_non-exome	CT>TC	1.7804221695054063e-05	0.0	0.0	0.0	0.7365105334620907	4.83975085471063e-05	0.2634232648076672	0.0	0.0
PD3945a_non-exome	CT>TG	0.2594177986545066	0.0	0.0	0.0	0.44732114449087496	7.669811252112213e-05	0.2931843587420973	0.0	0.0
PD3945a_non-exome	GC>AA	0.042215457934745425	0.0	0.0	0.0	0.839231135090646	0.07574996038906624	0.04280344658554234	0.0	0.0
PD3945a_non-exome	GC>AG	0.0	0.0	0.0	0.0	0.15543694230662916	0.6997667301236171	0.14479632756975377	0.0	0.0
PD3945a_non-exome	GC>AT	1.3307718138723889e-05	0.0	0.0	0.0	5.7111272700530434e-05	0.4596178802131915	0.5403117007959694	0.0	0.0
PD3945a_non-exome	GC>CA	0.5707769494921426	0.0	0.0	0.0	0.23442372414135423	0.05289229795084834	0.1419070284156548	0.0	0.0
PD3945a_non-exome	GC>CG	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	GC>TA	0.4752375662024129	0.0	0.0	0.0	0.5244709649515888	0.00016346714483128687	0.00012800170116693233	0.0	0.0
PD3945a_non-exome	TA>AT	1.3266891429789442e-05	0.0	0.0	0.0	0.5640832692687053	0.10042827077593097	0.33547519306393386	0.0	0.0
PD3945a_non-exome	TA>CG	0.6540457860621941	0.0	0.0	0.0	0.34569158196856753	0.00012969622862837253	0.0001329357406100692	0.0	0.0
PD3945a_non-exome	TA>CT	0.24311651105757137	0.0	0.0	0.0	0.027448550927109745	0.24707964155228299	0.4823552964630359	0.0	0.0
PD3945a_non-exome	TA>GC	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	TA>GG	0.00019461014800486833	0.0	0.0	0.0	0.9990079933914429	0.00037648591580833257	0.00042091054474405925	0.0	0.0
PD3945a_non-exome	TA>GT	1.792929071570567e-05	0.0	0.0	0.0	0.8098443579527255	3.926181019857477e-05	0.1900984509463603	0.0	0.0
PD3945a_non-exome	TC>AA	0.21588432636506616	0.0	0.0	0.0	0.33444989801012315	0.25973167899338956	0.18993409663142116	0.0	0.0
PD3945a_non-exome	TC>AG	0.020908675179133154	0.0	0.0	0.0	0.46919037268442776	0.5098971854835941	3.766652845149817e-06	0.0	0.0
PD3945a_non-exome	TC>AT	0.10383723550443921	0.0	0.0	0.0	0.3057976781197273	0.31743566162643855	0.2729294247493949	0.0	0.0
PD3945a_non-exome	TC>CA	0.18658851734220952	0.0	0.0	0.0	0.22728090483193208	0.06663799744502825	0.51949258038083	0.0	0.0
PD3945a_non-exome	TC>CG	0.9992621213774505	0.0	0.0	0.0	0.00034281849915991137	0.0001819484683586315	0.00021311165503085807	0.0	0.0
PD3945a_non-exome	TC>CT	0.38714768774039643	0.0	0.0	0.0	0.42120537393366747	0.08147320336410568	0.1101737349618304	0.0	0.0
PD3945a_non-exome	TC>GA	0.1161794632365841	0.0	0.0	0.0	0.39990463024033834	0.3500251015775643	0.13389080494551334	0.0	0.0
PD3945a_non-exome	TC>GG	0.9974719836142083	0.0	0.0	0.0	0.001279178284688756	0.0005937622873814296	0.0006550758137215267	0.0	0.0
PD3945a_non-exome	TC>GT	0.0469059239074715	0.0	0.0	0.0	0.037057592568175174	2.2363535384204034e-05	0.9160141199889691	0.0	0.0
PD3945a_non-exome	TG>AA	0.48970766533946897	0.0	0.0	0.0	0.40632753549609085	0.10391958466714475	4.521449729534116e-05	0.0	0.0
PD3945a_non-exome	TG>AC	0.09764773016328901	0.0	0.0	0.0	0.4143657898458819	0.2450839667976781	0.24290251319315107	0.0	0.0
PD3945a_non-exome	TG>AT	0.32412599581587503	0.0	0.0	0.0	0.13054549366626747	0.3548978063586928	0.19043070415916472	0.0	0.0
PD3945a_non-exome	TG>CA	0.08796434715648217	0.0	0.0	0.0	0.6929207928128319	0.0581611074426705	0.16095375258801536	0.0	0.0
PD3945a_non-exome	TG>CC	1.7398096421369046e-05	0.0	0.0	0.0	0.4051660159957468	0.00020339842519115285	0.5946131874826407	0.0	0.0
PD3945a_non-exome	TG>CT	0.2583889752453884	0.0	0.0	0.0	0.1841338400764161	0.34285531420265464	0.21462187047554102	0.0	0.0
PD3945a_non-exome	TG>GA	0.9964614749892001	0.0	0.0	0.0	0.0016786139502213125	0.0009794527155249774	0.0008804583450536392	0.0	0.0
PD3945a_non-exome	TG>GC	0.5570432591067598	0.0	0.0	0.0	0.00010640654384170973	8.492414948756599e-05	0.4427654101999109	0.0	0.0
PD3945a_non-exome	TG>GT	0.3779754988360032	0.0	0.0	0.0	0.04143655364589333	0.22203727818345453	0.3585506693346491	0.0	0.0
PD3945a_non-exome	TT>AA	0.9246020939946326	0.0	0.0	0.0	4.300696634242507e-05	2.0002546789721105e-05	0.07533489649223504	0.0	0.0
PD3945a_non-exome	TT>AC	0.9983060153659863	0.0	0.0	0.0	0.0007898706055063814	0.00047695012485335765	0.0004271639036539995	0.0	0.0
PD3945a_non-exome	TT>AG	2.7096181532618723e-05	0.0	0.0	0.0	0.12815120130010052	0.45593525415083275	0.4158864483675342	0.0	0.0
PD3945a_non-exome	TT>CA	0.10656447467154129	0.0	0.0	0.0	0.462109013395807	0.18938771911813523	0.24193879281451647	0.0	0.0
PD3945a_non-exome	TT>CC	0.07757878100072317	0.0	0.0	0.0	0.5040448160269411	0.15246773328296823	0.26590866968936755	0.0	0.0
PD3945a_non-exome	TT>CG	0.1817482950138627	0.0	0.0	0.0	0.0005241538756946499	0.0003062065143595122	0.8174213445960832	0.0	0.0
PD3945a_non-exome	TT>GA	0.11246617101241178	0.0	0.0	0.0	0.4407325788412713	0.22709201706455995	0.21970923308175694	0.0	0.0
PD3945a_non-exome	TT>GC	2.7338916728164518e-05	0.0	0.0	0.0	0.0001156142122682229	0.9998004338195566	5.661305144707242e-05	0.0	0.0
PD3945a_non-exome	TT>GG	0.0002545549806138411	0.0	0.0	0.0	0.9984762812683011	0.0006004592794589954	0.0006687044716259608	0.0	0.0
PD4005a_non-exome	AC>CA	0.0	0.0	0.0	0.4290814326793526	0.0	0.0002964544700560562	0.0	0.5706221128505914	0.0
PD4005a_non-exome	AC>CG	0.0	0.0	0.0	0.0576977272462143	0.0	0.35853010249648987	0.0	0.5837721702572959	0.0
PD4005a_non-exome	AC>CT	0.0	0.0	0.0	0.04846178582499408	0.0	0.8699907835190065	0.0	0.08154743065599943	0.0
PD4005a_non-exome	AC>GA	0.0	0.0	0.0	0.047013552323801125	0.0	0.20046306064348923	0.0	0.7525233870327096	0.0
PD4005a_non-exome	AC>GG	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	AC>GT	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	AC>TA	0.0	0.0	0.0	7.284007941876981e-07	0.0	0.8268425196154349	0.0	0.17315675198377095	0.0
PD4005a_non-exome	AC>TG	0.0	0.0	0.0	0.00016518398507041153	0.0	0.0005147467660215352	0.0	0.999320069248908	0.0
PD4005a_non-exome	AC>TT	0.0	0.0	0.0	0.020020090725541048	0.0	0.9798948910119075	0.0	8.501826255133021e-05	0.0
PD4005a_non-exome	AT>CA	0.0	0.0	0.0	0.19030576487565284	0.0	0.8092715218600599	0.0	0.0004227132642872211	0.0
PD4005a_non-exome	AT>CC	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	AT>CG	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	AT>GA	0.0	0.0	0.0	0.20744200795914225	0.0	0.3176477695438686	0.0	0.47491022249698917	0.0
PD4005a_non-exome	AT>GC	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	AT>TA	0.0	0.0	0.0	0.7631713391218724	0.0	0.23648582495537507	0.0	0.0003428359227525906	0.0
PD4005a_non-exome	CC>AA	0.0	0.0	0.0	0.34943354923261993	0.0	0.3337984015936412	0.0	0.3167680491737389	0.0
PD4005a_non-exome	CC>AG	0.0	0.0	0.0	0.19438749464015959	0.0	0.664015791199161	0.0	0.14159671416067948	0.0
PD4005a_non-exome	CC>AT	0.0	0.0	0.0	0.42653462108859613	0.0	0.4357485109442033	0.0	0.13771686796720053	0.0
PD4005a_non-exome	CC>GA	0.0	0.0	0.0	0.4828758622998767	0.0	0.28405267741637846	0.0	0.2330714602837449	0.0
PD4005a_non-exome	CC>GG	0.0	0.0	0.0	5.457119072327832e-05	0.0	0.4781645277085217	0.0	0.521780901100755	0.0
PD4005a_non-exome	CC>GT	0.0	0.0	0.0	0.09636537942827185	0.0	0.7981766806515695	0.0	0.10545793992015867	0.0
PD4005a_non-exome	CC>TA	0.0	0.0	0.0	0.16840205105455452	0.0	0.6009752044429105	0.0	0.23062274450253503	0.0
PD4005a_non-exome	CC>TG	0.0	0.0	0.0	0.04523609277336554	0.0	0.3797209855680246	0.0	0.5750429216586099	0.0
PD4005a_non-exome	CC>TT	0.0	0.0	0.0	0.24284065817187964	0.0	0.6953094233555797	0.0	0.06184991847254057	0.0
PD4005a_non-exome	CG>AT	0.0	0.0	0.0	0.055499250209578625	0.0	0.9440556962118564	0.0	0.00044505357856487954	0.0
PD4005a_non-exome	CG>GC	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	CG>GT	0.0	0.0	0.0	1.949669718832555e-05	0.0	0.0001141270963747361	0.0	0.9998663762064369	0.0
PD4005a_non-exome	CG>TA	0.0	0.0	0.0	7.033587108088514e-06	0.0	0.8947333464411985	0.0	0.10525961997169343	0.0
PD4005a_non-exome	CG>TC	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	CG>TT	0.0	0.0	0.0	0.05986119797326185	0.0	0.4189914807819142	0.0	0.5211473212448239	0.0
PD4005a_non-exome	CT>AA	0.0	0.0	0.0	0.1876645461770002	0.0	0.4175585868392688	0.0	0.3947768669837309	0.0
PD4005a_non-exome	CT>AC	0.0	0.0	0.0	0.054419658625028414	0.0	0.4076244744618485	0.0	0.537955866913123	0.0
PD4005a_non-exome	CT>AG	0.0	0.0	0.0	0.22267567553770826	0.0	0.7016888189517216	0.0	0.0756355055105702	0.0
PD4005a_non-exome	CT>GA	0.0	0.0	0.0	0.5557194882983914	0.0	0.4439924266539459	0.0	0.0002880850476627386	0.0
PD4005a_non-exome	CT>GC	0.0	0.0	0.0	0.10286347374121138	0.0	0.3097311493220895	0.0	0.5874053769366991	0.0
PD4005a_non-exome	CT>GG	0.0	0.0	0.0	0.9995054718045462	0.0	0.00015662999808830656	0.0	0.00033789819736553054	0.0
PD4005a_non-exome	CT>TA	0.0	0.0	0.0	1.0787617441824544e-06	0.0	0.8643092772226728	0.0	0.13568964401558312	0.0
PD4005a_non-exome	CT>TC	0.0	0.0	0.0	0.05878366295175785	0.0	0.5604147380138375	0.0	0.3808015990344047	0.0
PD4005a_non-exome	CT>TG	0.0	0.0	0.0	0.9978682591157426	0.0	0.0009604206909931904	0.0	0.0011713201932640937	0.0
PD4005a_non-exome	GC>AA	0.0	0.0	0.0	0.3074525715279918	0.0	0.4120715425513592	0.0	0.280475885920649	0.0
PD4005a_non-exome	GC>AG	0.0	0.0	0.0	0.19030733620056528	0.0	0.6649581103626088	0.0	0.14473455343682587	0.0
PD4005a_non-exome	GC>AT	0.0	0.0	0.0	0.23884378805166584	0.0	0.3147931086810028	0.0	0.44636310326733136	0.0
PD4005a_non-exome	GC>CA	0.0	0.0	0.0	7.86918010055544e-05	0.0	0.9991942615113725	0.0	0.0007270466876220338	0.0
