Sample Names	MutationType	ID83A
TCGA-A7-A13E-01	2:Ins:R:2	1.0
TCGA-A7-A13E-01	2:Ins:R:3	1.0
TCGA-A7-A13E-01	2:Ins:R:4	1.0
TCGA-A7-A13E-01	2:Ins:R:5	1.0
TCGA-A7-A13E-01	3:Ins:R:0	1.0
TCGA-A7-A13E-01	3:Ins:R:1	1.0
TCGA-A7-A13E-01	3:Ins:R:2	1.0
TCGA-A7-A13E-01	3:Ins:R:3	1.0
TCGA-A7-A13E-01	3:Ins:R:4	1.0
TCGA-A7-A13E-01	3:Ins:R:5	1.0
TCGA-A7-A13E-01	4:Ins:R:0	1.0
TCGA-A7-A13E-01	4:Ins:R:1	1.0
TCGA-A7-A13E-01	4:Ins:R:2	1.0
TCGA-A7-A13E-01	4:Ins:R:3	1.0
TCGA-A7-A13E-01	4:Ins:R:4	1.0
TCGA-A7-A13E-01	4:Ins:R:5	1.0
TCGA-A7-A13E-01	5:Ins:R:0	1.0
TCGA-A7-A13E-01	5:Ins:R:1	1.0
TCGA-A7-A13E-01	5:Ins:R:2	1.0
TCGA-A7-A13E-01	5:Ins:R:3	1.0
TCGA-A7-A13E-01	5:Ins:R:4	1.0
TCGA-A7-A13E-01	5:Ins:R:5	1.0
TCGA-A7-A13E-01	2:Del:M:1	1.0
TCGA-A7-A13E-01	3:Del:M:1	1.0
TCGA-A7-A13E-01	3:Del:M:2	1.0
TCGA-A7-A13E-01	4:Del:M:1	1.0
TCGA-A7-A13E-01	4:Del:M:2	1.0
TCGA-A7-A13E-01	4:Del:M:3	1.0
TCGA-A7-A13E-01	5:Del:M:1	1.0
TCGA-A7-A13E-01	5:Del:M:2	1.0
TCGA-A7-A13E-01	5:Del:M:3	1.0
TCGA-A7-A13E-01	5:Del:M:4	1.0
TCGA-A7-A13E-01	5:Del:M:5	1.0
TCGA-A7-A13F-01	1:Del:C:0	1.0
TCGA-A7-A13F-01	1:Del:C:1	1.0
TCGA-A7-A13F-01	1:Del:C:2	1.0
TCGA-A7-A13F-01	1:Del:C:3	1.0
TCGA-A7-A13F-01	1:Del:C:4	1.0
TCGA-A7-A13F-01	1:Del:C:5	1.0
TCGA-A7-A13F-01	1:Del:T:0	1.0
TCGA-A7-A13F-01	1:Del:T:1	1.0
TCGA-A7-A13F-01	1:Del:T:2	1.0
TCGA-A7-A13F-01	1:Del:T:3	1.0
TCGA-A7-A13F-01	1:Del:T:4	1.0
TCGA-A7-A13F-01	1:Del:T:5	1.0
TCGA-A7-A13F-01	1:Ins:C:0	1.0
TCGA-A7-A13F-01	1:Ins:C:1	1.0
TCGA-A7-A13F-01	1:Ins:C:2	1.0
TCGA-A7-A13F-01	1:Ins:C:3	1.0
TCGA-A7-A13F-01	1:Ins:C:4	1.0
TCGA-A7-A13F-01	1:Ins:C:5	1.0
TCGA-A7-A13F-01	1:Ins:T:0	1.0
TCGA-A7-A13F-01	1:Ins:T:1	1.0
TCGA-A7-A13F-01	1:Ins:T:2	1.0
TCGA-A7-A13F-01	1:Ins:T:3	1.0
TCGA-A7-A13F-01	1:Ins:T:4	1.0
TCGA-A7-A13F-01	1:Ins:T:5	1.0
TCGA-A7-A13F-01	2:Del:R:0	1.0
TCGA-A7-A13F-01	2:Del:R:1	1.0
TCGA-A7-A13F-01	2:Del:R:2	1.0
TCGA-A7-A13F-01	2:Del:R:3	1.0
TCGA-A7-A13F-01	2:Del:R:4	1.0
TCGA-A7-A13F-01	2:Del:R:5	1.0
TCGA-A7-A13F-01	3:Del:R:0	1.0
TCGA-A7-A13F-01	3:Del:R:1	1.0
TCGA-A7-A13F-01	3:Del:R:2	1.0
TCGA-A7-A13F-01	3:Del:R:3	1.0
TCGA-A7-A13F-01	3:Del:R:4	1.0
TCGA-A7-A13F-01	3:Del:R:5	1.0
TCGA-A7-A13F-01	4:Del:R:0	1.0
TCGA-A7-A13F-01	4:Del:R:1	1.0
TCGA-A7-A13F-01	4:Del:R:2	1.0
TCGA-A7-A13F-01	4:Del:R:3	1.0
TCGA-A7-A13F-01	4:Del:R:4	1.0
TCGA-A7-A13F-01	4:Del:R:5	1.0
TCGA-A7-A13F-01	5:Del:R:0	1.0
TCGA-A7-A13F-01	5:Del:R:1	1.0
TCGA-A7-A13F-01	5:Del:R:2	1.0
TCGA-A7-A13F-01	5:Del:R:3	1.0
TCGA-A7-A13F-01	5:Del:R:4	1.0
TCGA-A7-A13F-01	5:Del:R:5	1.0
TCGA-A7-A13F-01	2:Ins:R:0	1.0
TCGA-A7-A13F-01	2:Ins:R:1	1.0
TCGA-A7-A13F-01	2:Ins:R:2	1.0
TCGA-A7-A13F-01	2:Ins:R:3	1.0
TCGA-A7-A13F-01	2:Ins:R:4	1.0
TCGA-A7-A13F-01	2:Ins:R:5	1.0
TCGA-A7-A13F-01	3:Ins:R:0	1.0
TCGA-A7-A13F-01	3:Ins:R:1	1.0
TCGA-A7-A13F-01	3:Ins:R:2	1.0
TCGA-A7-A13F-01	3:Ins:R:3	1.0
TCGA-A7-A13F-01	3:Ins:R:4	1.0
TCGA-A7-A13F-01	3:Ins:R:5	1.0
TCGA-A7-A13F-01	4:Ins:R:0	1.0
TCGA-A7-A13F-01	4:Ins:R:1	1.0
TCGA-A7-A13F-01	4:Ins:R:2	1.0
TCGA-A7-A13F-01	4:Ins:R:3	1.0
TCGA-A7-A13F-01	4:Ins:R:4	1.0
TCGA-A7-A13F-01	4:Ins:R:5	1.0
TCGA-A7-A13F-01	5:Ins:R:0	1.0
TCGA-A7-A13F-01	5:Ins:R:1	1.0
TCGA-A7-A13F-01	5:Ins:R:2	1.0
TCGA-A7-A13F-01	5:Ins:R:3	1.0
TCGA-A7-A13F-01	5:Ins:R:4	1.0
TCGA-A7-A13F-01	5:Ins:R:5	1.0
TCGA-A7-A13F-01	2:Del:M:1	1.0
TCGA-A7-A13F-01	3:Del:M:1	1.0
TCGA-A7-A13F-01	3:Del:M:2	1.0
TCGA-A7-A13F-01	4:Del:M:1	1.0
TCGA-A7-A13F-01	4:Del:M:2	1.0
TCGA-A7-A13F-01	4:Del:M:3	1.0
TCGA-A7-A13F-01	5:Del:M:1	1.0
TCGA-A7-A13F-01	5:Del:M:2	1.0
TCGA-A7-A13F-01	5:Del:M:3	1.0
TCGA-A7-A13F-01	5:Del:M:4	1.0
TCGA-A7-A13F-01	5:Del:M:5	1.0
TCGA-A7-A13G-01	1:Del:C:0	1.0
TCGA-A7-A13G-01	1:Del:C:1	1.0
TCGA-A7-A13G-01	1:Del:C:2	1.0
TCGA-A7-A13G-01	1:Del:C:3	1.0
TCGA-A7-A13G-01	1:Del:C:4	1.0
TCGA-A7-A13G-01	1:Del:C:5	1.0
TCGA-A7-A13G-01	1:Del:T:0	1.0
TCGA-A7-A13G-01	1:Del:T:1	1.0
TCGA-A7-A13G-01	1:Del:T:2	1.0
TCGA-A7-A13G-01	1:Del:T:3	1.0
TCGA-A7-A13G-01	1:Del:T:4	1.0
TCGA-A7-A13G-01	1:Del:T:5	1.0
TCGA-A7-A13G-01	1:Ins:C:0	1.0
TCGA-A7-A13G-01	1:Ins:C:1	1.0
TCGA-A7-A13G-01	1:Ins:C:2	1.0
TCGA-A7-A13G-01	1:Ins:C:3	1.0
TCGA-A7-A13G-01	1:Ins:C:4	1.0
TCGA-A7-A13G-01	1:Ins:C:5	1.0
TCGA-A7-A13G-01	1:Ins:T:0	1.0
TCGA-A7-A13G-01	1:Ins:T:1	1.0
TCGA-A7-A13G-01	1:Ins:T:2	1.0
TCGA-A7-A13G-01	1:Ins:T:3	1.0
TCGA-A7-A13G-01	1:Ins:T:4	1.0
TCGA-A7-A13G-01	1:Ins:T:5	1.0
TCGA-A7-A13G-01	2:Del:R:0	1.0
TCGA-A7-A13G-01	2:Del:R:1	1.0
TCGA-A7-A13G-01	2:Del:R:2	1.0
TCGA-A7-A13G-01	2:Del:R:3	1.0
TCGA-A7-A13G-01	2:Del:R:4	1.0
TCGA-A7-A13G-01	2:Del:R:5	1.0
TCGA-A7-A13G-01	3:Del:R:0	1.0
TCGA-A7-A13G-01	3:Del:R:1	1.0
TCGA-A7-A13G-01	3:Del:R:2	1.0
TCGA-A7-A13G-01	3:Del:R:3	1.0
TCGA-A7-A13G-01	3:Del:R:4	1.0
TCGA-A7-A13G-01	3:Del:R:5	1.0
TCGA-A7-A13G-01	4:Del:R:0	1.0
TCGA-A7-A13G-01	4:Del:R:1	1.0
TCGA-A7-A13G-01	4:Del:R:2	1.0
TCGA-A7-A13G-01	4:Del:R:3	1.0
TCGA-A7-A13G-01	4:Del:R:4	1.0
TCGA-A7-A13G-01	4:Del:R:5	1.0
TCGA-A7-A13G-01	5:Del:R:0	1.0
TCGA-A7-A13G-01	5:Del:R:1	1.0
TCGA-A7-A13G-01	5:Del:R:2	1.0
TCGA-A7-A13G-01	5:Del:R:3	1.0
TCGA-A7-A13G-01	5:Del:R:4	1.0
TCGA-A7-A13G-01	5:Del:R:5	1.0
TCGA-A7-A13G-01	2:Ins:R:0	1.0
TCGA-A7-A13G-01	2:Ins:R:1	1.0
TCGA-A7-A13G-01	2:Ins:R:2	1.0
TCGA-A7-A13G-01	2:Ins:R:3	1.0
TCGA-A7-A13G-01	2:Ins:R:4	1.0
TCGA-A7-A13G-01	2:Ins:R:5	1.0
TCGA-A7-A13G-01	3:Ins:R:0	1.0
TCGA-A7-A13G-01	3:Ins:R:1	1.0
TCGA-A7-A13G-01	3:Ins:R:2	1.0
TCGA-A7-A13G-01	3:Ins:R:3	1.0
TCGA-A7-A13G-01	3:Ins:R:4	1.0
TCGA-A7-A13G-01	3:Ins:R:5	1.0
TCGA-A7-A13G-01	4:Ins:R:0	1.0
TCGA-A7-A13G-01	4:Ins:R:1	1.0
TCGA-A7-A13G-01	4:Ins:R:2	1.0
TCGA-A7-A13G-01	4:Ins:R:3	1.0
TCGA-A7-A13G-01	4:Ins:R:4	1.0
TCGA-A7-A13G-01	4:Ins:R:5	1.0
TCGA-A7-A13G-01	5:Ins:R:0	1.0
TCGA-A7-A13G-01	5:Ins:R:1	1.0
TCGA-A7-A13G-01	5:Ins:R:2	1.0
TCGA-A7-A13G-01	5:Ins:R:3	1.0
TCGA-A7-A13G-01	5:Ins:R:4	1.0
TCGA-A7-A13G-01	5:Ins:R:5	1.0
TCGA-A7-A13G-01	2:Del:M:1	1.0
TCGA-A7-A13G-01	3:Del:M:1	1.0
TCGA-A7-A13G-01	3:Del:M:2	1.0
TCGA-A7-A13G-01	4:Del:M:1	1.0
TCGA-A7-A13G-01	4:Del:M:2	1.0
TCGA-A7-A13G-01	4:Del:M:3	1.0
TCGA-A7-A13G-01	5:Del:M:1	1.0
TCGA-A7-A13G-01	5:Del:M:2	1.0
TCGA-A7-A13G-01	5:Del:M:3	1.0
TCGA-A7-A13G-01	5:Del:M:4	1.0
TCGA-A7-A13G-01	5:Del:M:5	1.0
TCGA-A7-A26E-01	1:Del:C:0	1.0
TCGA-A7-A26E-01	1:Del:C:1	1.0
TCGA-A7-A26E-01	1:Del:C:2	1.0
TCGA-A7-A26E-01	1:Del:C:3	1.0
TCGA-A7-A26E-01	1:Del:C:4	1.0
TCGA-A7-A26E-01	1:Del:C:5	1.0
TCGA-A7-A26E-01	1:Del:T:0	1.0
TCGA-A7-A26E-01	1:Del:T:1	1.0
TCGA-A7-A26E-01	1:Del:T:2	1.0
TCGA-A7-A26E-01	1:Del:T:3	1.0
TCGA-A7-A26E-01	1:Del:T:4	1.0
TCGA-A7-A26E-01	1:Del:T:5	1.0
TCGA-A7-A26E-01	1:Ins:C:0	1.0
TCGA-A7-A26E-01	1:Ins:C:1	1.0
TCGA-A7-A26E-01	1:Ins:C:2	1.0
TCGA-A7-A26E-01	1:Ins:C:3	1.0
TCGA-A7-A26E-01	1:Ins:C:4	1.0
TCGA-A7-A26E-01	1:Ins:C:5	1.0
TCGA-A7-A26E-01	1:Ins:T:0	1.0
TCGA-A7-A26E-01	1:Ins:T:1	1.0
TCGA-A7-A26E-01	1:Ins:T:2	1.0
TCGA-A7-A26E-01	1:Ins:T:3	1.0
TCGA-A7-A26E-01	1:Ins:T:4	1.0
TCGA-A7-A26E-01	1:Ins:T:5	1.0
TCGA-A7-A26E-01	2:Del:R:0	1.0
TCGA-A7-A26E-01	2:Del:R:1	1.0
TCGA-A7-A26E-01	2:Del:R:2	1.0
TCGA-A7-A26E-01	2:Del:R:3	1.0
TCGA-A7-A26E-01	2:Del:R:4	1.0
TCGA-A7-A26E-01	2:Del:R:5	1.0
TCGA-A7-A26E-01	3:Del:R:0	1.0
TCGA-A7-A26E-01	3:Del:R:1	1.0
TCGA-A7-A26E-01	3:Del:R:2	1.0
TCGA-A7-A26E-01	3:Del:R:3	1.0
TCGA-A7-A26E-01	3:Del:R:4	1.0
TCGA-A7-A26E-01	3:Del:R:5	1.0
TCGA-A7-A26E-01	4:Del:R:0	1.0
TCGA-A7-A26E-01	4:Del:R:1	1.0
TCGA-A7-A26E-01	4:Del:R:2	1.0
TCGA-A7-A26E-01	4:Del:R:3	1.0
TCGA-A7-A26E-01	4:Del:R:4	1.0
TCGA-A7-A26E-01	4:Del:R:5	1.0
TCGA-A7-A26E-01	5:Del:R:0	1.0
TCGA-A7-A26E-01	5:Del:R:1	1.0
TCGA-A7-A26E-01	5:Del:R:2	1.0
TCGA-A7-A26E-01	5:Del:R:3	1.0
TCGA-A7-A26E-01	5:Del:R:4	1.0
TCGA-A7-A26E-01	5:Del:R:5	1.0
TCGA-A7-A26E-01	2:Ins:R:0	1.0
TCGA-A7-A26E-01	2:Ins:R:1	1.0
TCGA-A7-A26E-01	2:Ins:R:2	1.0
TCGA-A7-A26E-01	2:Ins:R:3	1.0
TCGA-A7-A26E-01	2:Ins:R:4	1.0
TCGA-A7-A26E-01	2:Ins:R:5	1.0
TCGA-A7-A26E-01	3:Ins:R:0	1.0
TCGA-A7-A26E-01	3:Ins:R:1	1.0
TCGA-A7-A26E-01	3:Ins:R:2	1.0
TCGA-A7-A26E-01	3:Ins:R:3	1.0
TCGA-A7-A26E-01	3:Ins:R:4	1.0
TCGA-A7-A26E-01	3:Ins:R:5	1.0
TCGA-A7-A26E-01	4:Ins:R:0	1.0
TCGA-A7-A26E-01	4:Ins:R:1	1.0
TCGA-A7-A26E-01	4:Ins:R:2	1.0
TCGA-A7-A26E-01	4:Ins:R:3	1.0
TCGA-A7-A26E-01	4:Ins:R:4	1.0
TCGA-A7-A26E-01	4:Ins:R:5	1.0
TCGA-A7-A26E-01	5:Ins:R:0	1.0
TCGA-A7-A26E-01	5:Ins:R:1	1.0
TCGA-A7-A26E-01	5:Ins:R:2	1.0
TCGA-A7-A26E-01	5:Ins:R:3	1.0
TCGA-A7-A26E-01	5:Ins:R:4	1.0
TCGA-A7-A26E-01	5:Ins:R:5	1.0
TCGA-A7-A26E-01	2:Del:M:1	1.0
TCGA-A7-A26E-01	3:Del:M:1	1.0
TCGA-A7-A26E-01	3:Del:M:2	1.0
TCGA-A7-A26E-01	4:Del:M:1	1.0
TCGA-A7-A26E-01	4:Del:M:2	1.0
TCGA-A7-A26E-01	4:Del:M:3	1.0
TCGA-A7-A26E-01	5:Del:M:1	1.0
TCGA-A7-A26E-01	5:Del:M:2	1.0
TCGA-A7-A26E-01	5:Del:M:3	1.0
TCGA-A7-A26E-01	5:Del:M:4	1.0
TCGA-A7-A26E-01	5:Del:M:5	1.0
TCGA-A7-A26F-01	1:Del:C:0	1.0
TCGA-A7-A26F-01	1:Del:C:1	1.0
TCGA-A7-A26F-01	1:Del:C:2	1.0
TCGA-A7-A26F-01	1:Del:C:3	1.0
TCGA-A7-A26F-01	1:Del:C:4	1.0
TCGA-A7-A26F-01	1:Del:C:5	1.0
TCGA-A7-A26F-01	1:Del:T:0	1.0
TCGA-A7-A26F-01	1:Del:T:1	1.0
TCGA-A7-A26F-01	1:Del:T:2	1.0
TCGA-A7-A26F-01	1:Del:T:3	1.0
TCGA-A7-A26F-01	1:Del:T:4	1.0
TCGA-A7-A26F-01	1:Del:T:5	1.0
TCGA-A7-A26F-01	1:Ins:C:0	1.0
TCGA-A7-A26F-01	1:Ins:C:1	1.0
TCGA-A7-A26F-01	1:Ins:C:2	1.0
TCGA-A7-A26F-01	1:Ins:C:3	1.0
TCGA-A7-A26F-01	1:Ins:C:4	1.0
TCGA-A7-A26F-01	1:Ins:C:5	1.0
TCGA-A7-A26F-01	1:Ins:T:0	1.0
TCGA-A7-A26F-01	1:Ins:T:1	1.0
TCGA-A7-A26F-01	1:Ins:T:2	1.0
TCGA-A7-A26F-01	1:Ins:T:3	1.0
TCGA-A7-A26F-01	1:Ins:T:4	1.0
TCGA-A7-A26F-01	1:Ins:T:5	1.0
TCGA-A7-A26F-01	2:Del:R:0	1.0
TCGA-A7-A26F-01	2:Del:R:1	1.0
TCGA-A7-A26F-01	2:Del:R:2	1.0
TCGA-A7-A26F-01	2:Del:R:3	1.0
TCGA-A7-A26F-01	2:Del:R:4	1.0
TCGA-A7-A26F-01	2:Del:R:5	1.0
TCGA-A7-A26F-01	3:Del:R:0	1.0
TCGA-A7-A26F-01	3:Del:R:1	1.0
TCGA-A7-A26F-01	3:Del:R:2	1.0
TCGA-A7-A26F-01	3:Del:R:3	1.0
TCGA-A7-A26F-01	3:Del:R:4	1.0
TCGA-A7-A26F-01	3:Del:R:5	1.0
TCGA-A7-A26F-01	4:Del:R:0	1.0
TCGA-A7-A26F-01	4:Del:R:1	1.0
TCGA-A7-A26F-01	4:Del:R:2	1.0
TCGA-A7-A26F-01	4:Del:R:3	1.0
TCGA-A7-A26F-01	4:Del:R:4	1.0
TCGA-A7-A26F-01	4:Del:R:5	1.0
TCGA-A7-A26F-01	5:Del:R:0	1.0
TCGA-A7-A26F-01	5:Del:R:1	1.0
TCGA-A7-A26F-01	5:Del:R:2	1.0
TCGA-A7-A26F-01	5:Del:R:3	1.0
TCGA-A7-A26F-01	5:Del:R:4	1.0
TCGA-A7-A26F-01	5:Del:R:5	1.0
TCGA-A7-A26F-01	2:Ins:R:0	1.0
TCGA-A7-A26F-01	2:Ins:R:1	1.0
TCGA-A7-A26F-01	2:Ins:R:2	1.0
TCGA-A7-A26F-01	2:Ins:R:3	1.0
TCGA-A7-A26F-01	2:Ins:R:4	1.0
TCGA-A7-A26F-01	2:Ins:R:5	1.0
TCGA-A7-A26F-01	3:Ins:R:0	1.0
TCGA-A7-A26F-01	3:Ins:R:1	1.0
TCGA-A7-A26F-01	3:Ins:R:2	1.0
TCGA-A7-A26F-01	3:Ins:R:3	1.0
TCGA-A7-A26F-01	3:Ins:R:4	1.0
TCGA-A7-A26F-01	3:Ins:R:5	1.0
TCGA-A7-A26F-01	4:Ins:R:0	1.0
TCGA-A7-A26F-01	4:Ins:R:1	1.0
TCGA-A7-A26F-01	4:Ins:R:2	1.0
TCGA-A7-A26F-01	4:Ins:R:3	1.0
TCGA-A7-A26F-01	4:Ins:R:4	1.0
TCGA-A7-A26F-01	4:Ins:R:5	1.0
TCGA-A7-A26F-01	5:Ins:R:0	1.0
TCGA-A7-A26F-01	5:Ins:R:1	1.0
TCGA-A7-A26F-01	5:Ins:R:2	1.0
TCGA-A7-A26F-01	5:Ins:R:3	1.0
TCGA-A7-A26F-01	5:Ins:R:4	1.0
TCGA-A7-A26F-01	5:Ins:R:5	1.0
TCGA-A7-A26F-01	2:Del:M:1	1.0
TCGA-A7-A26F-01	3:Del:M:1	1.0
TCGA-A7-A26F-01	3:Del:M:2	1.0
TCGA-A7-A26F-01	4:Del:M:1	1.0
TCGA-A7-A26F-01	4:Del:M:2	1.0
TCGA-A7-A26F-01	4:Del:M:3	1.0
TCGA-A7-A26F-01	5:Del:M:1	1.0
TCGA-A7-A26F-01	5:Del:M:2	1.0
TCGA-A7-A26F-01	5:Del:M:3	1.0
TCGA-A7-A26F-01	5:Del:M:4	1.0
TCGA-A7-A26F-01	5:Del:M:5	1.0
TCGA-A7-A26G-01	1:Del:C:0	1.0
TCGA-A7-A26G-01	1:Del:C:1	1.0
TCGA-A7-A26G-01	1:Del:C:2	1.0
TCGA-A7-A26G-01	1:Del:C:3	1.0
TCGA-A7-A26G-01	1:Del:C:4	1.0
TCGA-A7-A26G-01	1:Del:C:5	1.0
TCGA-A7-A26G-01	1:Del:T:0	1.0
TCGA-A7-A26G-01	1:Del:T:1	1.0
TCGA-A7-A26G-01	1:Del:T:2	1.0
TCGA-A7-A26G-01	1:Del:T:3	1.0
TCGA-A7-A26G-01	1:Del:T:4	1.0
TCGA-A7-A26G-01	1:Del:T:5	1.0
TCGA-A7-A26G-01	1:Ins:C:0	1.0
TCGA-A7-A26G-01	1:Ins:C:1	1.0
TCGA-A7-A26G-01	1:Ins:C:2	1.0
TCGA-A7-A26G-01	1:Ins:C:3	1.0
TCGA-A7-A26G-01	1:Ins:C:4	1.0
TCGA-A7-A26G-01	1:Ins:C:5	1.0
TCGA-A7-A26G-01	1:Ins:T:0	1.0
TCGA-A7-A26G-01	1:Ins:T:1	1.0
TCGA-A7-A26G-01	1:Ins:T:2	1.0
TCGA-A7-A26G-01	1:Ins:T:3	1.0
TCGA-A7-A26G-01	1:Ins:T:4	1.0
TCGA-A7-A26G-01	1:Ins:T:5	1.0
TCGA-A7-A26G-01	2:Del:R:0	1.0
TCGA-A7-A26G-01	2:Del:R:1	1.0
TCGA-A7-A26G-01	2:Del:R:2	1.0
TCGA-A7-A26G-01	2:Del:R:3	1.0
TCGA-A7-A26G-01	2:Del:R:4	1.0
TCGA-A7-A26G-01	2:Del:R:5	1.0
TCGA-A7-A26G-01	3:Del:R:0	1.0
TCGA-A7-A26G-01	3:Del:R:1	1.0
TCGA-A7-A26G-01	3:Del:R:2	1.0
TCGA-A7-A26G-01	3:Del:R:3	1.0
TCGA-A7-A26G-01	3:Del:R:4	1.0
TCGA-A7-A26G-01	3:Del:R:5	1.0
TCGA-A7-A26G-01	4:Del:R:0	1.0
TCGA-A7-A26G-01	4:Del:R:1	1.0
TCGA-A7-A26G-01	4:Del:R:2	1.0
TCGA-A7-A26G-01	4:Del:R:3	1.0
TCGA-A7-A26G-01	4:Del:R:4	1.0
TCGA-A7-A26G-01	4:Del:R:5	1.0
TCGA-A7-A26G-01	5:Del:R:0	1.0
TCGA-A7-A26G-01	5:Del:R:1	1.0
TCGA-A7-A26G-01	5:Del:R:2	1.0
TCGA-A7-A26G-01	5:Del:R:3	1.0
TCGA-A7-A26G-01	5:Del:R:4	1.0
TCGA-A7-A26G-01	5:Del:R:5	1.0
TCGA-A7-A26G-01	2:Ins:R:0	1.0
TCGA-A7-A26G-01	2:Ins:R:1	1.0
TCGA-A7-A26G-01	2:Ins:R:2	1.0
TCGA-A7-A26G-01	2:Ins:R:3	1.0
TCGA-A7-A26G-01	2:Ins:R:4	1.0
TCGA-A7-A26G-01	2:Ins:R:5	1.0
TCGA-A7-A26G-01	3:Ins:R:0	1.0
TCGA-A7-A26G-01	3:Ins:R:1	1.0
TCGA-A7-A26G-01	3:Ins:R:2	1.0
TCGA-A7-A26G-01	3:Ins:R:3	1.0
TCGA-A7-A26G-01	3:Ins:R:4	1.0
TCGA-A7-A26G-01	3:Ins:R:5	1.0
TCGA-A7-A26G-01	4:Ins:R:0	1.0
TCGA-A7-A26G-01	4:Ins:R:1	1.0
TCGA-A7-A26G-01	4:Ins:R:2	1.0
TCGA-A7-A26G-01	4:Ins:R:3	1.0
TCGA-A7-A26G-01	4:Ins:R:4	1.0
TCGA-A7-A26G-01	4:Ins:R:5	1.0
TCGA-A7-A26G-01	5:Ins:R:0	1.0
TCGA-A7-A26G-01	5:Ins:R:1	1.0
TCGA-A7-A26G-01	5:Ins:R:2	1.0
TCGA-A7-A26G-01	5:Ins:R:3	1.0
TCGA-A7-A26G-01	5:Ins:R:4	1.0
TCGA-A7-A26G-01	5:Ins:R:5	1.0
TCGA-A7-A26G-01	2:Del:M:1	1.0
TCGA-A7-A26G-01	3:Del:M:1	1.0
TCGA-A7-A26G-01	3:Del:M:2	1.0
TCGA-A7-A26G-01	4:Del:M:1	1.0
TCGA-A7-A26G-01	4:Del:M:2	1.0
TCGA-A7-A26G-01	4:Del:M:3	1.0
TCGA-A7-A26G-01	5:Del:M:1	1.0
TCGA-A7-A26G-01	5:Del:M:2	1.0
TCGA-A7-A26G-01	5:Del:M:3	1.0
TCGA-A7-A26G-01	5:Del:M:4	1.0
TCGA-A7-A26G-01	5:Del:M:5	1.0
TCGA-A7-A26H-01	1:Del:C:0	1.0
TCGA-A7-A26H-01	1:Del:C:1	1.0
TCGA-A7-A26H-01	1:Del:C:2	1.0
TCGA-A7-A26H-01	1:Del:C:3	1.0
TCGA-A7-A26H-01	1:Del:C:4	1.0
TCGA-A7-A26H-01	1:Del:C:5	1.0
TCGA-A7-A26H-01	1:Del:T:0	1.0
TCGA-A7-A26H-01	1:Del:T:1	1.0
TCGA-A7-A26H-01	1:Del:T:2	1.0
TCGA-A7-A26H-01	1:Del:T:3	1.0
TCGA-A7-A26H-01	1:Del:T:4	1.0
TCGA-A7-A26H-01	1:Del:T:5	1.0
TCGA-A7-A26H-01	1:Ins:C:0	1.0
TCGA-A7-A26H-01	1:Ins:C:1	1.0
TCGA-A7-A26H-01	1:Ins:C:2	1.0
TCGA-A7-A26H-01	1:Ins:C:3	1.0
TCGA-A7-A26H-01	1:Ins:C:4	1.0
TCGA-A7-A26H-01	1:Ins:C:5	1.0
TCGA-A7-A26H-01	1:Ins:T:0	1.0
TCGA-A7-A26H-01	1:Ins:T:1	1.0
TCGA-A7-A26H-01	1:Ins:T:2	1.0
TCGA-A7-A26H-01	1:Ins:T:3	1.0
TCGA-A7-A26H-01	1:Ins:T:4	1.0
TCGA-A7-A26H-01	1:Ins:T:5	1.0
TCGA-A7-A26H-01	2:Del:R:0	1.0
TCGA-A7-A26H-01	2:Del:R:1	1.0
TCGA-A7-A26H-01	2:Del:R:2	1.0
TCGA-A7-A26H-01	2:Del:R:3	1.0
TCGA-A7-A26H-01	2:Del:R:4	1.0
TCGA-A7-A26H-01	2:Del:R:5	1.0
TCGA-A7-A26H-01	3:Del:R:0	1.0
TCGA-A7-A26H-01	3:Del:R:1	1.0
TCGA-A7-A26H-01	3:Del:R:2	1.0
TCGA-A7-A26H-01	3:Del:R:3	1.0
TCGA-A7-A26H-01	3:Del:R:4	1.0
TCGA-A7-A26H-01	3:Del:R:5	1.0
TCGA-A7-A26H-01	4:Del:R:0	1.0
TCGA-A7-A26H-01	4:Del:R:1	1.0
TCGA-A7-A26H-01	4:Del:R:2	1.0
TCGA-A7-A26H-01	4:Del:R:3	1.0
TCGA-A7-A26H-01	4:Del:R:4	1.0
TCGA-A7-A26H-01	4:Del:R:5	1.0
TCGA-A7-A26H-01	5:Del:R:0	1.0
TCGA-A7-A26H-01	5:Del:R:1	1.0
TCGA-A7-A26H-01	5:Del:R:2	1.0
TCGA-A7-A26H-01	5:Del:R:3	1.0
TCGA-A7-A26H-01	5:Del:R:4	1.0
TCGA-A7-A26H-01	5:Del:R:5	1.0
TCGA-A7-A26H-01	2:Ins:R:0	1.0
TCGA-A7-A26H-01	2:Ins:R:1	1.0
TCGA-A7-A26H-01	2:Ins:R:2	1.0
TCGA-A7-A26H-01	2:Ins:R:3	1.0
TCGA-A7-A26H-01	2:Ins:R:4	1.0
TCGA-A7-A26H-01	2:Ins:R:5	1.0
TCGA-A7-A26H-01	3:Ins:R:0	1.0
TCGA-A7-A26H-01	3:Ins:R:1	1.0
TCGA-A7-A26H-01	3:Ins:R:2	1.0
TCGA-A7-A26H-01	3:Ins:R:3	1.0
TCGA-A7-A26H-01	3:Ins:R:4	1.0
TCGA-A7-A26H-01	3:Ins:R:5	1.0
TCGA-A7-A26H-01	4:Ins:R:0	1.0
